Ticker,Date
ADMA,2020-07-21
ADMA,2020-07-22
ADMA,2020-07-23
ADMA,2020-07-24
ADMA,2020-07-27
ADMA,2020-07-28
ADMA,2020-07-29
ADMA,2020-07-30
ADMA,2020-07-31
ADMA,2020-08-03
ADMA,2020-08-04
ADMA,2020-08-05
ADMA,2020-08-06
ADMA,2020-08-07
ADMA,2020-08-10
ADMA,2020-08-11
ADMA,2020-08-12
ADMA,2020-08-13
ADMA,2020-08-14
ADMA,2020-08-19
ADMA,2020-08-20
ADMA,2020-08-21
ADMA,2020-08-24
ADMA,2020-08-25
ADMA,2020-08-26
ADMA,2020-08-31
ADMA,2020-09-01
ADMA,2020-09-03
ADMA,2020-09-22
ADMA,2020-09-24
ADMA,2020-09-25
ADMA,2020-09-30
ADMA,2020-10-01
ADMA,2020-10-02
ADMA,2020-10-05
ADMA,2020-11-06
ADMA,2020-11-30
ADMA,2020-12-08
ADMA,2020-12-09
ADMA,2020-12-10
ADMA,2020-12-18
ADMA,2020-12-21
ADMA,2021-01-04
ADMA,2021-01-19
ADMA,2021-01-20
ADMA,2021-01-25
ADMA,2021-01-26
ADMA,2021-01-27
ADMA,2021-01-28
ADMA,2021-02-01
ADMA,2021-02-03
ADMA,2021-02-04
ADMA,2021-02-08
ADMA,2021-02-09
ADMA,2021-02-10
ADMA,2021-03-16
ADMA,2021-03-18
ADMA,2021-03-26
ADMA,2021-03-29
ADMA,2021-03-30
ADMA,2021-04-12
ADMA,2021-04-15
ADMA,2021-04-19
ADMA,2021-04-20
ADMA,2021-04-21
ADMA,2021-04-22
ADMA,2021-04-28
ADMA,2021-04-29
ADMA,2021-04-30
ADMA,2021-05-03
ADMA,2021-05-07
ADMA,2021-06-25
ADMA,2021-08-16
ADMA,2021-08-17
ADMA,2021-08-18
ADMA,2021-09-08
ADMA,2021-09-09
ADMA,2021-09-29
ADMA,2021-10-21
ADMA,2021-10-22
ADMA,2021-10-26
ADMA,2021-10-29
ADMA,2021-11-02
ADMA,2021-11-03
ADMA,2021-11-10
ADMA,2021-11-11
ADMA,2021-11-12
ADMA,2021-11-15
ADMA,2021-12-17
ADMA,2021-12-28
ADMA,2021-12-29
ADMA,2022-02-01
ADMA,2022-03-09
ADMA,2022-03-21
ADMA,2022-03-23
ADMA,2022-03-25
ADMA,2022-03-28
ADMA,2022-04-04
ADMA,2022-04-28
ADMA,2022-04-29
ADMA,2022-05-02
ADMA,2022-05-03
ADMA,2022-05-04
ADMA,2022-05-05
ADMA,2022-05-06
ADMA,2022-05-09
ADMA,2022-05-10
ADMA,2022-05-11
ADMA,2022-05-12
ADMA,2022-05-17
ADMA,2022-05-24
ADMA,2022-06-08
ADMA,2022-06-16
ADMA,2022-06-17
ADMA,2022-06-21
ADMA,2022-06-24
ADMA,2022-06-27
ADMA,2022-07-18
ADMA,2022-08-11
ADMA,2022-08-12
ADMA,2022-08-24
ADMA,2022-09-02
ADMA,2022-09-06
ADMA,2022-09-16
ADMA,2022-09-23
ADMA,2022-09-28
ADMA,2022-09-29
ADMA,2022-09-30
ADMA,2022-10-04
ADMA,2022-10-28
ADMA,2022-10-31
ADMA,2022-11-01
ADMA,2022-11-02
ADMA,2022-11-03
ADMA,2022-11-04
ADMA,2022-11-07
ADMA,2022-11-08
ADMA,2022-11-09
ADMA,2022-11-10
ADMA,2022-11-11
ADMA,2022-11-30
ADMA,2022-12-07
ADMA,2022-12-08
ADMA,2022-12-12
ADMA,2022-12-13
ADMA,2022-12-15
ADMA,2023-01-11
ADMA,2023-01-20
ADMA,2023-03-17
ADMA,2023-03-24
ADMA,2023-05-11
ADMA,2023-05-12
ADMA,2023-06-16
ADMA,2023-08-10
ADMA,2023-11-06
ADMA,2023-11-09
ADMA,2023-12-28
ADMA,2024-01-08
ADMA,2024-01-09
ADMA,2024-01-22
ADMA,2024-02-29
ADMA,2024-03-06
ADMA,2024-03-07
ADMA,2024-04-30
ADMA,2024-05-01
ADMA,2024-05-02
ADMA,2024-05-03
ADMA,2024-05-06
ADMA,2024-05-07
ADMA,2024-05-08
ADMA,2024-05-09
ADMA,2024-05-10
ADMA,2024-05-13
ADMA,2024-05-14
ADMA,2024-05-15
ADMA,2024-05-20
ADMA,2024-06-03
ADMA,2024-06-04
ADMA,2024-06-05
ADMA,2024-06-10
ADMA,2024-06-21
ADMA,2024-06-28
ADMA,2024-07-12
ADMA,2024-07-15
ADMA,2024-07-16
ADMA,2024-07-17
ADMA,2024-07-29
ADMA,2024-07-30
ADMA,2024-07-31
ADMA,2024-08-01
ADMA,2024-08-02
ADMA,2024-08-05
ADMA,2024-08-06
ADMA,2024-08-07
ADMA,2024-08-08
ADMA,2024-08-09
ADMA,2024-08-12
ADMA,2024-08-13
ADMA,2024-08-26
ADMA,2024-09-03
ADMA,2024-09-09
ADMA,2024-09-10
ADMA,2024-09-16
ADMA,2024-09-17
ADMA,2024-09-18
ADMA,2024-09-19
ADMA,2024-09-20
ADMA,2024-09-23
ADMA,2024-09-24
ADMA,2024-09-25
ADMA,2024-09-26
ADNT,2019-09-30
ADNT,2019-10-01
ADNT,2019-10-02
ADNT,2019-10-04
ADNT,2019-10-07
ADNT,2019-10-08
ADNT,2019-10-09
ADNT,2019-10-10
ADNT,2019-10-11
ADNT,2019-10-15
ADNT,2019-10-16
ADNT,2019-10-17
ADNT,2019-11-07
ADNT,2019-11-11
ADNT,2019-12-03
ADNT,2019-12-20
ADNT,2020-01-17
ADNT,2020-01-21
ADNT,2020-01-22
ADNT,2020-01-23
ADNT,2020-01-24
ADNT,2020-01-27
ADNT,2020-01-28
ADNT,2020-01-29
ADNT,2020-01-30
ADNT,2020-01-31
ADNT,2020-03-03
ADNT,2020-03-04
ADNT,2020-03-05
ADNT,2020-03-06
ADNT,2020-03-09
ADNT,2020-03-10
ADNT,2020-03-11
ADNT,2020-03-12
ADNT,2020-03-13
ADNT,2020-03-16
ADNT,2020-03-17
ADNT,2020-03-18
ADNT,2020-03-19
ADNT,2020-03-20
ADNT,2020-03-23
ADNT,2020-03-24
ADNT,2020-03-25
ADNT,2020-03-26
ADNT,2020-03-27
ADNT,2020-03-30
ADNT,2020-03-31
ADNT,2020-04-01
ADNT,2020-04-02
ADNT,2020-04-03
ADNT,2020-04-06
ADNT,2020-04-08
ADNT,2020-04-09
ADNT,2020-04-13
ADNT,2020-04-28
ADNT,2020-04-29
ADNT,2020-04-30
ADNT,2020-05-06
ADNT,2020-05-08
ADNT,2020-06-01
ADNT,2020-06-05
ADNT,2020-06-08
ADNT,2020-06-09
ADNT,2020-06-11
ADNT,2020-08-06
ADNT,2020-10-01
ADNT,2021-02-24
ADNT,2021-03-12
ADNT,2021-03-18
ADNT,2022-02-15
ADNT,2022-02-24
ADNT,2022-03-01
ADNT,2022-03-02
ADNT,2022-03-03
ADNT,2022-03-04
ADNT,2022-03-07
ADNT,2022-03-08
ADNT,2022-03-09
ADNT,2022-06-16
ADNT,2022-11-04
ADNT,2023-05-03
ADNT,2024-09-17
ADNT,2024-09-19
ADNT,2024-09-20
ADNT,2024-09-25
ADNT,2024-09-26
ADUS,2020-02-28
ADUS,2020-03-02
ADUS,2020-03-05
ADUS,2020-03-06
ADUS,2020-03-09
ADUS,2020-03-10
ADUS,2020-03-11
ADUS,2020-03-12
ADUS,2020-03-13
ADUS,2020-03-16
ADUS,2020-03-17
ADUS,2020-03-18
ADUS,2020-04-29
ADUS,2020-05-05
ADUS,2023-04-20
ADUS,2023-04-25
ADUS,2023-04-28
AEIS,2020-03-04
AEIS,2020-03-09
AEIS,2020-03-10
AEIS,2020-03-11
AEIS,2020-03-12
AEIS,2020-03-13
AEIS,2020-03-16
AEIS,2020-03-17
AEIS,2020-03-18
AEIS,2020-03-19
AEIS,2020-03-23
AEIS,2020-03-24
AEIS,2020-03-26
AEIS,2020-09-08
AEIS,2021-08-04
AEO,2019-09-30
AEO,2019-10-01
AEO,2019-10-02
AEO,2019-10-03
AEO,2019-10-04
AEO,2019-10-07
AEO,2019-10-08
AEO,2019-10-09
AEO,2019-10-10
AEO,2019-10-11
AEO,2019-10-14
AEO,2019-10-15
AEO,2019-10-16
AEO,2019-10-17
AEO,2019-10-21
AEO,2019-11-19
AEO,2019-11-20
AEO,2019-11-21
AEO,2019-11-25
AEO,2019-12-10
AEO,2019-12-11
AEO,2019-12-12
AEO,2019-12-13
AEO,2020-01-13
AEO,2020-02-20
AEO,2020-02-25
AEO,2020-02-27
AEO,2020-02-28
AEO,2020-03-02
AEO,2020-03-03
AEO,2020-03-04
AEO,2020-03-05
AEO,2020-03-06
AEO,2020-03-09
AEO,2020-03-10
AEO,2020-03-11
AEO,2020-03-12
AEO,2020-03-13
AEO,2020-03-16
AEO,2020-03-17
AEO,2020-03-18
AEO,2020-03-19
AEO,2020-03-20
AEO,2020-03-23
AEO,2020-03-24
AEO,2020-03-25
AEO,2020-03-26
AEO,2020-03-27
AEO,2020-03-30
AEO,2020-03-31
AEO,2020-04-01
AEO,2020-04-02
AEO,2020-04-03
AEO,2020-04-06
AEO,2020-04-07
AEO,2020-04-08
AEO,2020-04-09
AEO,2020-04-13
AEO,2020-04-14
AEO,2020-04-15
AEO,2020-04-16
AEO,2020-04-17
AEO,2020-04-20
AEO,2020-04-21
AEO,2020-04-22
AEO,2020-04-23
AEO,2020-04-24
AEO,2020-04-27
AEO,2020-04-28
AEO,2020-04-29
AEO,2020-04-30
AEO,2020-05-05
AEO,2020-05-08
AEO,2020-05-11
AEO,2020-05-12
AEO,2020-05-13
AEO,2020-05-14
AEO,2020-05-15
AEO,2020-05-18
AEO,2020-05-19
AEO,2020-05-20
AEO,2020-05-21
AEO,2020-05-22
AEO,2020-05-26
AEO,2020-05-27
AEO,2020-05-28
AEO,2020-05-29
AEO,2020-06-01
AEO,2020-06-02
AEO,2020-06-03
AEO,2020-06-04
AEO,2020-06-05
AEO,2020-06-08
AEO,2020-06-09
AEO,2020-06-10
AEO,2020-06-11
AEO,2020-06-12
AEO,2020-06-15
AEO,2020-06-16
AEO,2020-06-17
AEO,2020-06-18
AEO,2020-06-19
AEO,2020-06-22
AEO,2020-06-23
AEO,2020-06-24
AEO,2020-06-25
AEO,2020-06-26
AEO,2020-06-29
AEO,2020-06-30
AEO,2020-07-07
AEO,2020-07-08
AEO,2020-07-09
AEO,2020-07-13
AEO,2020-07-14
AEO,2020-07-15
AEO,2020-07-16
AEO,2020-07-17
AEO,2020-07-20
AEO,2020-07-21
AEO,2020-07-22
AEO,2020-07-27
AEO,2020-07-28
AEO,2020-07-29
AEO,2020-07-30
AEO,2020-08-03
AEO,2020-08-04
AEO,2020-08-05
AEO,2020-08-10
AEO,2020-08-11
AEO,2020-08-12
AEO,2020-08-13
AEO,2020-08-18
AEO,2020-08-24
AEO,2020-08-27
AEO,2020-08-28
AEO,2020-08-31
AEO,2020-09-02
AEO,2020-09-03
AEO,2020-09-04
AEO,2020-09-08
AEO,2020-09-09
AEO,2020-09-10
AEO,2020-09-11
AEO,2020-09-14
AEO,2020-09-15
AEO,2020-09-16
AEO,2020-09-17
AEO,2020-09-18
AEO,2020-09-21
AEO,2020-09-28
AEO,2020-09-29
AEO,2020-09-30
AEO,2020-10-01
AEO,2020-10-02
AEO,2020-10-07
AEO,2020-10-19
AEO,2020-10-20
AEO,2020-10-21
AEO,2020-10-22
AEO,2020-10-29
AEO,2020-10-30
AEO,2020-11-02
AEO,2020-11-03
AEO,2020-11-04
AEO,2020-11-09
AEO,2020-11-10
AEO,2020-11-13
AEO,2020-11-16
AEO,2020-11-18
AEO,2020-11-19
AEO,2020-11-23
AEO,2020-11-24
AEO,2020-11-25
AEO,2020-12-01
AEO,2020-12-08
AEO,2020-12-22
AEO,2021-01-06
AEO,2021-01-07
AEO,2021-01-14
AEO,2021-01-20
AEO,2021-01-21
AEO,2021-01-22
AEO,2021-01-25
AEO,2021-01-26
AEO,2021-01-27
AEO,2021-01-28
AEO,2021-01-29
AEO,2021-02-24
AEO,2021-03-02
AEO,2021-03-04
AEO,2021-03-05
AEO,2021-03-08
AEO,2021-03-19
AEO,2021-03-22
AEO,2021-03-23
AEO,2021-04-15
AEO,2021-04-20
AEO,2021-04-22
AEO,2021-04-26
AEO,2021-05-20
AEO,2021-05-26
AEO,2021-05-27
AEO,2021-06-22
AEO,2021-06-25
AEO,2021-07-08
AEO,2021-07-15
AEO,2021-08-04
AEO,2021-08-25
AEO,2021-08-26
AEO,2021-09-02
AEO,2021-09-03
AEO,2021-09-08
AEO,2021-09-30
AEO,2021-10-01
AEO,2021-10-05
AEO,2021-10-06
AEO,2021-10-07
AEO,2021-11-01
AEO,2021-11-18
AEO,2021-11-22
AEO,2021-11-23
AEO,2021-11-24
AEO,2021-12-02
AEO,2021-12-03
AEO,2021-12-13
AEO,2021-12-15
AEO,2021-12-17
AEO,2021-12-28
AEO,2022-01-11
AEO,2022-01-12
AEO,2022-01-13
AEO,2022-01-20
AEO,2022-01-21
AEO,2022-01-24
AEO,2022-02-15
AEO,2022-02-18
AEO,2022-02-22
AEO,2022-02-23
AEO,2022-02-24
AEO,2022-02-25
AEO,2022-02-28
AEO,2022-03-01
AEO,2022-03-02
AEO,2022-03-03
AEO,2022-03-04
AEO,2022-03-07
AEO,2022-03-08
AEO,2022-03-09
AEO,2022-03-14
AEO,2022-03-18
AEO,2022-03-21
AEO,2022-03-29
AEO,2022-04-01
AEO,2022-04-04
AEO,2022-04-06
AEO,2022-04-07
AEO,2022-04-08
AEO,2022-04-11
AEO,2022-04-12
AEO,2022-04-13
AEO,2022-04-20
AEO,2022-04-21
AEO,2022-04-22
AEO,2022-04-25
AEO,2022-04-27
AEO,2022-04-28
AEO,2022-05-06
AEO,2022-05-09
AEO,2022-05-10
AEO,2022-05-11
AEO,2022-05-12
AEO,2022-05-13
AEO,2022-05-16
AEO,2022-05-17
AEO,2022-05-18
AEO,2022-05-19
AEO,2022-05-20
AEO,2022-05-23
AEO,2022-05-24
AEO,2022-05-25
AEO,2022-05-26
AEO,2022-05-27
AEO,2022-05-31
AEO,2022-06-01
AEO,2022-06-02
AEO,2022-06-03
AEO,2022-06-06
AEO,2022-06-07
AEO,2022-06-08
AEO,2022-06-09
AEO,2022-06-10
AEO,2022-06-13
AEO,2022-06-14
AEO,2022-06-15
AEO,2022-06-16
AEO,2022-06-17
AEO,2022-06-21
AEO,2022-06-23
AEO,2022-06-24
AEO,2022-06-30
AEO,2022-07-01
AEO,2022-07-25
AEO,2022-07-26
AEO,2022-07-27
AEO,2022-08-03
AEO,2022-08-08
AEO,2022-08-09
AEO,2022-08-15
AEO,2022-08-16
AEO,2022-08-17
AEO,2022-08-18
AEO,2022-08-24
AEO,2022-09-02
AEO,2022-09-06
AEO,2022-09-07
AEO,2022-09-08
AEO,2022-09-09
AEO,2022-09-12
AEO,2022-09-13
AEO,2022-09-14
AEO,2022-09-15
AEO,2022-09-16
AEO,2022-09-19
AEO,2022-09-20
AEO,2022-09-23
AEO,2022-09-28
AEO,2022-09-30
AEO,2022-10-04
AEO,2022-10-31
AEO,2022-11-01
AEO,2022-11-02
AEO,2022-11-03
AEO,2022-11-04
AEO,2022-11-09
AEO,2022-11-10
AEO,2022-11-11
AEO,2022-11-14
AEO,2022-11-15
AEO,2022-11-16
AEO,2022-11-17
AEO,2022-11-18
AEO,2022-11-21
AEO,2022-11-22
AEO,2022-11-23
AEO,2022-11-28
AEO,2022-11-29
AEO,2022-12-06
AEO,2022-12-16
AEO,2023-01-04
AEO,2023-03-02
AEO,2023-03-03
AEO,2023-03-17
AEO,2023-05-05
AEO,2023-05-16
AEO,2023-05-17
AEO,2023-05-18
AEO,2023-05-19
AEO,2023-05-22
AEO,2023-05-23
AEO,2023-05-24
AEO,2023-05-25
AEO,2023-05-26
AEO,2023-05-30
AEO,2023-05-31
AEO,2023-06-01
AEO,2023-06-02
AEO,2023-06-06
AEO,2023-06-23
AEO,2023-07-12
AEO,2023-07-13
AEO,2023-08-01
AEO,2023-08-03
AEO,2023-08-04
AEO,2023-08-22
AEO,2023-09-01
AEO,2023-09-05
AEO,2023-09-06
AEO,2023-09-07
AEO,2023-09-08
AEO,2023-09-13
AEO,2023-09-15
AEO,2023-09-18
AEO,2023-09-28
AEO,2023-10-12
AEO,2023-10-16
AEO,2023-11-08
AEO,2023-11-09
AEO,2023-11-13
AEO,2023-11-14
AEO,2023-11-15
AEO,2023-11-16
AEO,2023-11-17
AEO,2023-11-20
AEO,2023-11-21
AEO,2023-11-22
AEO,2023-11-27
AEO,2023-11-28
AEO,2023-11-29
AEO,2023-11-30
AEO,2023-12-06
AEO,2023-12-14
AEO,2023-12-15
AEO,2024-01-02
AEO,2024-01-03
AEO,2024-01-08
AEO,2024-03-06
AEO,2024-03-07
AEO,2024-03-08
AEO,2024-03-15
AEO,2024-03-20
AEO,2024-03-21
AEO,2024-04-09
AEO,2024-04-26
AEO,2024-05-28
AEO,2024-05-29
AEO,2024-05-30
AEO,2024-05-31
AEO,2024-06-03
AEO,2024-06-10
AEO,2024-06-20
AEO,2024-06-21
AEO,2024-06-28
AEO,2024-07-08
AEO,2024-07-09
AEO,2024-07-11
AEO,2024-07-22
AEO,2024-07-29
AEO,2024-08-02
AEO,2024-08-28
AEO,2024-08-29
AEO,2024-08-30
AEO,2024-09-03
AEO,2024-09-04
AEO,2024-09-18
AEO,2024-09-19
AEO,2024-09-20
AEO,2024-09-23
AEO,2024-09-24
AEO,2024-09-25
AEO,2024-09-26
AEO,2024-09-27
AGO,2020-02-28
AGO,2020-03-09
AGO,2020-03-10
AGO,2020-03-11
AGO,2020-03-12
AGO,2020-03-13
AGO,2020-03-16
AGO,2020-03-17
AGO,2020-03-18
AGO,2020-03-19
