Date,Adj Close,Volume,Ticker,Return,rolling_return,rolling_volatility,rsi,rolling_return_scaled,rolling_volatility_scaled,rsi_scaled,volume_scaled,pca1,pca2,svm_anomaly_score,svm_anomaly
2020-03-11,12.199999809265137,576800,MXL,-0.04687502910383,-0.02778784648898468,0.050156063060744334,47.42120079819775,-2.90208184851443,1.2217521355082492,-0.5011646143407523,-0.11805415806885353,-0.8029511530662803,2.034735113757982,-5.3369622851657386e-05,-1
2022-07-15,4.909999847412109,2319900,NVRI,-0.1534483300094495,-0.03515238433553062,0.04939330452370564,32.11321898830171,-3.6504836013768904,1.182569585998311,-3.553659114537684,0.5991779227763905,-1.2751929981633572,4.826244841747893,-6.446410435492836e-05,-1
2021-02-22,94.66999816894533,281100,ALRM,-0.046530392828907,-0.007254623286915807,0.025356390009451918,41.62921526287224,-0.815447146304048,-0.052195476976167256,-1.6561179067709686,-0.23972562058158295,-0.925713128344794,1.4612784577097555,-5.2171894256242826e-05,-1
2020-03-18,32.72975540161133,1537800,PZZA,-0.0818699276253287,-0.04558706293540314,0.08500707278712294,48.95252358825996,-4.710880318377085,3.01203221467556,-0.19581055443003922,0.27736780836582003,-0.35602438090896715,3.153253191605279,-5.468486083151716e-05,-1
2023-09-18,8.850000381469727,2553000,SBH,-0.0317286598424351,-0.016120767883637938,0.02406837970063649,40.04326277877399,-1.7164457283713497,-0.1183599644827966,-1.9723654236156758,0.695091409119702,-0.6217140446626,2.629742513777724,-5.434733611578493e-05,-1
2023-06-28,17.298120498657227,415800,AAT,-0.0286459153354081,-0.0050120751997655534,0.02352333771863761,39.40981678716216,-0.5875541061333381,-0.14635851632802196,-2.0986779858841342,-0.1843007101978675,-0.9436137788945376,1.641582300250664,-5.282648214946575e-05,-1
2020-07-30,26.64138603210449,211596,TR,-0.0091802790275357,-0.008087612072354169,0.016390590793719614,43.35841170172502,-0.9000974366721298,-0.5127643917869847,-1.3113067693585927,-0.26832438057645863,-1.0836462682909096,1.251418421367283,-5.228963192030547e-05,-1
2020-01-07,26.411767959594727,84000,HSTM,-0.0148148026936444,-0.00474264760090039,0.006217312486517543,32.270411264551086,-0.5601742363490062,-1.035360943112252,-3.5223141231022703,-0.3208262132811398,-1.7543465866388295,2.4700838906406424,-5.94188120110202e-05,-1
2023-02-28,56.36863327026367,318400,PRGS,0.0013074114317523,0.0002857920934510344,0.005971665577659827,39.471669304049506,-0.049172302509965626,-1.04797970999705,-2.086344258945687,-0.22437781688958156,-1.1401664889426852,1.2613173646021738,-5.259884173716769e-05,-1
2022-05-03,4.199999809265137,1143600,HLX,0.0194174577495647,-0.021830555121787658,0.030251772939079175,47.129347310246786,-2.296687810976322,0.19927805586021038,-0.5593617808841366,0.1151666229667063,-0.8235660884682836,1.7824747525385038,-5.2678466218620404e-05,-1
2021-05-24,30.25863265991211,809100,PDCO,-0.0207435188347565,-0.00453708824862902,0.013294756180261021,36.66764183836482,-0.539284808829896,-0.6717959687882249,-2.6454825257464996,-0.02246984713984762,-1.145475988627724,2.028715226707321,-5.50361016501695e-05,-1
2022-03-30,57.31902313232422,115500,STC,-0.0280358972089982,-0.006454427500835145,0.018314218821548205,42.18208648665235,-0.7341293580850902,-0.41394851916270314,-1.5458723897025504,-0.3078649313428545,-1.070415713292915,1.2945443000394683,-5.236003090472521e-05,-1
2022-12-01,49.88999938964844,315700,ALRM,-0.0002004436057037,-0.0049467634094792715,0.01992142352004381,31.46787425847559,-0.580916967544151,-0.33138716505987115,-3.682344349664618,-0.22548878391286317,-1.4378117339491925,2.6601538797120683,-5.845849533861538e-05,-1
2022-10-14,29.420000076293945,337000,GSHD,-0.0683977154094502,-0.018272411466802425,0.03973677077099212,45.35974055875163,-1.9351008378607812,0.6865179608941862,-0.9122309535505364,-0.21672448850697498,-0.8405481719398652,1.6695127584763378,-5.2407104328550805e-05,-1
2023-03-15,22.700000762939453,918100,ACIW,-0.0332197101577363,-0.012512464618181904,0.021346188053886404,42.68083895586831,-1.3497614170138919,-0.2581976769368955,-1.4464184454695392,0.022380303059298497,-0.9488909527679356,1.7501159854958754,-5.3193457097672894e-05,-1
2021-01-29,40.869998931884766,584500,FORM,-0.0495349085608194,-0.01863626461207964,0.030105670609542994,47.228745351246545,-1.972076454984903,0.19177284748483905,-0.5395412730438431,-0.11488584470616155,-0.8839722464553984,1.4716627052886335,-5.199913517098323e-05,-1
2022-06-10,61.908348083496094,129000,LKFN,-0.0175411938705194,-0.008782746360813066,0.014035474261890273,40.05702723701011,-0.9707386270356821,-0.6337456271702556,-1.9696207160777575,-0.30231009622644645,-1.347867883452012,1.7086474613335183,-5.5026330224722944e-05,-1
2022-04-22,22.31999969482422,1063200,CORT,-0.0197628789588373,-0.01217106075683061,0.025050945792007177,40.23140932481168,-1.3150671492141606,-0.06788600365190584,-1.9348479830971739,0.0820844938289875,-0.9304261284279902,2.088124691514636,-5.416461133481223e-05,-1
2020-02-27,72.26385498046875,104700,TNC,-0.0486265967810609,-0.0061394534602976,0.019706789378857687,40.76146535142541,-0.702120951182133,-0.342412820565739,-1.8291519399395664,-0.3123087994359809,-1.1022555636506073,1.4640564509863665,-5.3049299417213394e-05,-1
2020-02-03,39.10420989990234,524600,AL,0.0020959983060744,-0.01362593833147808,0.016502752251044937,46.69303225023878,-1.462915249088768,-0.5070027101520358,-0.6463653674814593,-0.1395328538522978,-1.0254783527650349,1.2027243638207954,-5.1850421893735035e-05,-1
2023-08-25,20.8799991607666,143300,MTUS,-0.0047664625191439,-0.005267975765739144,0.013281884031906787,37.958154655310736,-0.6135593268442283,-0.672457205032328,-2.388147279005192,-0.2964260856957328,-1.3284844962848137,1.776147935149111,-5.514303808232326e-05,-1
2024-05-21,9.43612575531006,214100,KREF,-0.0081799509006476,0.0007561974156626378,0.008389485768499459,36.52101479764414,-0.0013686011732807805,-0.9237774169601164,-2.674720751982873,-0.26729406152968194,-1.2500433212256572,1.6079638314161446,-5.422864041007627e-05,-1
2020-01-22,38.700172424316406,608200,WSFS,-0.0266822896114421,-0.0032564316452668,0.010969697924725694,41.724769425093335,-0.4091414560843204,-0.7912331245684722,-1.6370638891824287,-0.10513402305735638,-0.9643399949620076,1.2413047047632597,-5.16708086165947e-05,-1
2020-03-16,26.97368621826172,203600,PJT,-0.2334384362165347,-0.04131053864580664,0.08615170901274857,39.45670540247044,-4.2762898062251224,3.0708316425463624,-2.0893281419838847,-0.2716144888424437,-1.0714294046814123,3.9006357157463016,-6.055325761869581e-05,-1
2022-05-18,67.71577453613281,533700,ARCB,-0.1207603530533264,-0.015777750547342366,0.04930389846832309,39.47841628198489,-1.681587495431964,1.1779768387245593,-2.084998874995244,-0.13578848351457093,-0.7683818340277677,2.3533072914582105,-5.4200466022808616e-05,-1
2020-11-02,8.100000381469727,15800,THRY,-0.0526315554650835,-0.025768055648761577,0.029324987357747155,47.20598001608761,-2.696825926590222,0.1516695137564112,-0.5440808042002541,-0.3488884173506973,-1.3579302960929847,1.793285808316095,-5.534177262758802e-05,-1
2023-03-13,17.297143936157227,559500,CPF,-0.0683847239373653,-0.017808821553675636,0.027177087502928386,39.01889417346633,-1.8879897345135197,0.041332902211470054,-2.176630072784166,-0.12517257640321341,-1.3236649015424635,2.4954809963769597,-5.7379440033062526e-05,-1
2020-05-26,27.229999542236328,1155900,NEO,-0.0337118790862811,-0.0030084492791871585,0.024517119358490443,38.48619386968546,-0.3839409015729429,-0.09530841801410943,-2.2828533991336366,0.1202276949616558,-0.6495316802265754,1.7854149550623444,-5.1831368113403745e-05,-1
2021-07-16,40.47761917114258,129500,JOE,-0.016304407278574,-0.008197217002778933,0.01693094014574154,44.42204123518632,-0.9112357489140492,-0.48500689815019027,-1.099213278429647,-0.3021043615925054,-1.0513554665520979,1.1031061160199813,-5.166475349219282e-05,-1
2021-03-30,129.1199951171875,1020300,OMCL,-0.0677256670239169,-0.008356182879253363,0.02640726764159005,39.430203481368515,-0.9273902372305943,0.0017876157729479142,-2.0946127686193816,0.06443246223684651,-0.8106961518278708,1.9597479101987587,-5.317212519054329e-05,-1
2024-01-16,8.640000343322754,486100,NVRI,-0.0526315294144219,-0.0037466773044740388,0.026880467351967356,37.2313530139781,-0.4589613793882642,0.02609566370634881,-2.5330754635597197,-0.15537442066575768,-0.9087067856912198,1.8735198519714231,-5.338346113861816e-05,-1
2023-12-29,23.030000686645508,629800,VRRM,-0.0038927400225334,0.004020110215692159,0.007572602756527296,37.38591648302453,0.33031793661509906,-0.9657403154478761,-2.5022546705215034,-0.09624628687110358,-0.9650706849732142,1.3749362858515732,-5.209426926802776e-05,-1
2023-02-21,29.32999992370605,307400,NTCT,-0.021354668145196,-0.005957402700649777,0.009973578311205603,37.82770940224462,-0.6836205224424974,-0.842403323496828,-2.414158769122308,-0.22890397883628438,-1.3766340942729896,1.8590139045352692,-5.564031987495624e-05,-1
2022-01-07,33.31999969482422,448400,AVNS,-0.0347624781873248,-0.0015525242700467601,0.017713233055456818,36.18995506691346,-0.23598635892801495,-0.4448208770468463,-2.740735855726907,-0.17088681206491188,-1.0812447820423379,1.8535566927914218,-5.416971070718104e-05,-1
2023-08-03,58.310001373291016,468700,PRFT,-0.0442549913542488,-0.041462418174312544,0.08060003918278598,46.24352627348176,-4.29172416310212,2.785644958409249,-0.7359992943371486,-0.16253398592690577,-0.7750144806375273,3.052305947820134,-5.642932871366482e-05,-1
2022-09-29,18.274002075195312,118100,CPF,-0.0405661725481579,-0.010399210940962276,0.01656188973665873,40.136567230102436,-1.1350075805574762,-0.5039648451588078,-1.9537600105663968,-0.3067951112463611,-1.3557588406907368,1.7982098213527584,-5.5346559019315425e-05,-1
2023-02-21,12.399999618530272,2397500,HAYW,-0.0541571362883561,-0.008952233791418901,0.019183266278082322,31.76597649287055,-0.9879623405661997,-0.3693059575411258,-3.622901149229223,0.6311079379640395,-0.9083414527151763,3.2534039020420398,-5.77172060704241e-05,-1
2021-02-12,26.70490264892578,235456,TR,0.0071036431877509,-0.02190695274733406,0.057520932590192815,42.18475009642214,-2.304451518362288,1.6000820406604126,-1.54534125148499,-0.25850672384479234,-0.7935024937150429,2.323950913600745,-5.423183559463765e-05,-1
2024-05-21,16.600000381469727,1448800,TGTX,0.0072816045246755,-0.0030808201762256384,0.02776379976535952,34.67845119966185,-0.3912954032848501,0.0714720368844783,-3.042137915064948,0.24074704352431542,-0.6743343876203476,2.3546448881540973,-5.374190828880201e-05,-1
2023-10-04,239.42425537109372,276000,AMR,-0.0288282069901011,0.0010209856523236429,0.02924723499468762,35.838335811443955,0.025539805651921342,0.14767541120998456,-2.8108506400801363,-0.24182411384778152,-0.8154008959203647,1.7365753358448635,-5.249407522525742e-05,-1
2021-11-09,10.311065673828123,737400,UNIT,0.0051319485200571,-0.003587075473874606,0.011376402878395142,38.95598658881473,-0.44274226390952515,-0.7703408812053776,-2.1891741859503795,-0.05197219364699236,-1.0613640137986873,1.6520503320399138,-5.343876212374268e-05,-1
2022-06-16,38.06999969482422,664900,SHAK,-0.0593032234615091,-0.023578691988104063,0.035140028502482684,39.17212073883417,-2.4743376136191717,0.45038545922523304,-2.146075865581815,-0.08180371556844276,-1.3330769055448932,2.8575715138493316,-5.856342627544378e-05,-1
2020-10-28,20.66407966613769,1431700,BGS,-0.0678495378494371,-0.007632079127966818,0.026804840544316526,39.194499955889306,-0.8538051015426433,0.022210749947714697,-2.141613328467003,0.23371091904353195,-0.6516551618724683,2.0260836334076373,-5.259798845083721e-05,-1
2020-09-17,124.88372802734376,112700,JJSF,-0.008839196167641,-0.003101043344371423,0.011653643512490566,41.36148333692443,-0.39335052945897053,-0.7560991594230365,-1.7095051031781732,-0.3090170452929243,-1.1242129777699095,1.1876126291672036,-5.2288765017311636e-05,-1
2023-12-05,20.520000457763672,335400,MTUS,-0.03797465864227,-1.648170587835382e-05,0.019849030698074865,35.77595842409059,-0.07989008086568562,-0.33510595048569514,-2.8232890290328663,-0.2173828393355863,-1.0355090410374355,1.7990744495601954,-5.377348688631669e-05,-1
2024-04-19,76.52999877929688,207300,NBR,-0.0066199653448819,-0.015378133012698714,0.019790500833248032,47.58874631183823,-1.6409774164787883,-0.3381126022831185,-0.467755131283384,-0.27009205255128005,-1.0830218739457245,1.1362354801899375,-5.1924659228236994e-05,-1
2020-05-12,21.71999931335449,241900,SCSC,-0.1431953062520931,-0.00944726899881082,0.06765206087578168,36.348611182782385,-1.0382689890837988,2.120513365077678,-2.7090989667413576,-0.25585521588256027,-0.39218725036291985,2.3691791657300487,-5.239926979241985e-05,-1
2021-01-27,17.762636184692383,456700,DEA,-0.0322718851404284,0.0029492435394009517,0.014578998738512304,37.321168982840106,0.2214939324049475,-0.6058250288669085,-2.515165672812262,-0.16747161714149067,-0.918481051631785,1.429295000823012,-5.2035818050828045e-05,-1
2024-05-23,61.18999862670898,129000,DFIN,-0.0163960854006548,-0.0016663337328960957,0.015965465196450417,40.784750888836186,-0.24755194569850403,-0.5346028950014003,-1.8245086776360677,-0.30231009622644645,-1.0022418622196418,1.1896091376276843,-5.1694879230541194e-05,-1
2022-06-16,18.549999237060547,4662200,SONO,-0.0447992191460087,-0.021250305463946396,0.02046877590785341,40.28487591708069,-2.2377214684746107,-0.3032699287481068,-1.9241864549563499,1.5629623889365734,-0.18865241606768243,3.297215350886207,-5.431363090116561e-05,-1
2019-11-22,126.94853973388672,525500,CBRL,-0.0041773396797776,-0.00644107151284649,0.00941570057755105,43.034980176217594,-0.7327720909991986,-0.8710612419047643,-1.3758007676571458,-0.13916253151120395,-1.0806141688420032,1.2404923882968895,-5.224038334175687e-05,-1
2022-09-02,165.11080932617188,50100,KWR,-0.0164075662620595,-0.01159562274896174,0.019505061638724123,43.419771042253956,-1.256589777962042,-0.35277548028240163,-1.2990713844576771,-0.33477502146234217,-1.201073501409186,1.4295578794989514,-5.3427139864143516e-05,-1
2020-03-16,101.78324127197266,220000,JJSF,-0.1803608408713052,-0.03558365716247841,0.07865700110737682,41.73924717119192,-3.694310565997767,2.6858320007136305,-1.6341769481806692,-0.2648663928491777,-0.8948257401104357,3.2434639323252337,-5.761947098462186e-05,-1
2020-05-13,12.456398010253906,510400,VBTX,-0.0507343874220423,-0.02116245678330634,0.02947337628476096,38.0459144756696,-2.228794077788648,0.15929218357537922,-2.3706474954079497,-0.14537571745622327,-1.4661578128436341,2.8205437351507414,-5.910191089234032e-05,-1
2020-03-19,14.104777336120604,391300,MCRI,0.0894366871541629,-0.07901292804773943,0.14015406592262952,52.61510858487977,-8.107695782194606,5.844907474577902,0.5345287350678297,-0.19438170726097834,-0.6613844649917389,4.57046292617385,-6.064020323740052e-05,-1
2021-07-19,133.52000427246094,30000,CRVL,-0.010009571391721,-0.00194187199651477,0.008981437331638815,39.21313873574434,-0.2755527956866144,-0.8933691418587435,-2.1378966547928098,-0.34304555374677187,-1.2685152990267727,1.3806753033524863,-5.360539993218352e-05,-1
2023-07-07,35.64773178100586,980900,KTB,-0.0946934072393999,-0.01016470091038458,0.03416018996282539,34.13566887203058,-1.111176116641449,0.4000516114509143,-3.150371651587124,0.04822057308229277,-0.9882608990978194,2.775805637050167,-5.660985418024025e-05,-1
2022-10-18,18.850000381469727,632500,GDOT,-0.0228097725855181,-0.007904418035751048,0.018980389074185398,42.5906751232212,-0.8814808254244832,-0.37972766467401603,-1.4643976021402147,-0.09513531984782198,-0.9219858137829144,1.4267384129589453,-5.204503053760148e-05,-1
2022-12-15,12.072595596313477,333900,BRKL,-0.0262966126843081,-0.00470131902133757,0.016237694993994134,41.74566215955185,-0.5559743283530636,-0.520618577550495,-1.6328977647500453,-0.2180000432374094,-0.997369086373839,1.2840907362098486,-5.196776031182806e-05,-1
2020-07-07,30.209999084472656,141200,TTGT,-0.002311809794764,0.00044974358935939024,0.010725012892531543,39.63265900522482,-0.032511163755714466,-0.8038024802986746,-2.0542420404084063,-0.29729017115828515,-1.0843942029900884,1.206413897065023,-5.215190967780628e-05,-1
2021-08-09,68.69007873535156,760070,BFH,-0.0256846620761004,-0.007893534766854412,0.01981619937446765,40.22427843465278,-0.8803748419006243,-0.3367924802329869,-1.9362699212247376,-0.04264418534410573,-0.9779301607313707,1.7644281068145558,-5.338131263324455e-05,-1
2022-01-07,26.65999984741211,201600,RDNT,-0.0468358776582776,-0.01276236455580972,0.018085835107752187,31.547834761501832,-1.3751568396809901,-0.4256804837865512,-3.666399792194423,-0.27243742737820786,-1.805836160257972,3.0930794854024883,-6.162959465952425e-05,-1
2022-09-01,14.694414138793944,341700,XHR,-0.0126102587806351,-0.014895326938971751,0.02284192020631718,45.38876668452127,-1.5919135214457316,-0.18136261541958001,-0.9064429868300264,-0.21479058294792924,-1.0642218648965358,1.4294607701240292,-5.2753456328519935e-05,-1
2020-05-15,31.020000457763672,85900,ANIP,0.0261330111640782,-0.02154666394569015,0.03473501735523679,44.789461087974736,-2.2678381182677416,0.42958022590637723,-1.0259477693750982,-0.3200444216721639,-1.179683554250915,1.8835013731151238,-5.474816359188408e-05,-1
2022-12-28,18.950000762939453,1039800,MODG,-0.0247040419298637,-0.014037212185059536,0.014981635426148533,41.5273592647402,-1.5047098707392252,-0.5851417704283027,-1.6764285445788305,0.07245611296054696,-1.1567253345826747,2.003919650352631,-5.5013547366395546e-05,-1
2020-03-25,16.691064834594727,191300,HSII,-0.08850000249985,-0.017077399825531442,0.05160703675630433,43.420779838696554,-1.8136609287105132,1.2962879760176471,-1.2988702249821114,-0.27667556083739325,-0.6887183463063554,1.850579643522276,-5.222893102666062e-05,-1
2020-12-15,39.93999862670898,233100,HRMY,-0.0222766188838073,-0.008909318472897092,0.039379531920502746,41.18587418825703,-0.9836011844046577,0.668166768129413,-1.7445225187427098,-0.25947614543992253,-0.7315084617218347,1.638663685075946,-5.177364790845476e-05,-1
2019-11-26,25.950000762939453,513500,MYGN,-0.030269038079759,0.00725471151893434,0.02375893807416205,32.27534879703593,0.659025770779197,-0.1342558361918741,-3.5213295523768995,-0.14410016272578885,-0.7908426080798008,1.8668740617624435,-5.2782629825471464e-05,-1
2024-03-14,73.79000091552734,165400,GSHD,-0.0258745753725763,-0.0021311992559993062,0.02813339838005893,39.0626034875885,-0.29479267954834626,0.09045814495937168,-2.1679141987635266,-0.28733261487553896,-0.8367708298131618,1.4766728053125866,-5.178262223096211e-05,-1
2022-09-27,51.11000061035156,364000,GKOS,0.0171144400069962,-0.009325604400160267,0.02312813904026644,35.89010033626356,-1.0259051448360452,-0.16665968770744516,-2.8005285134092643,-0.20561481827415898,-1.3043423349177272,2.354527286279223,-5.684149234133698e-05,-1
2024-03-14,21.396892547607425,106500,UFCS,-0.0118289305867004,-0.006210544763868671,0.010533644321646008,40.75668312828367,-0.7093454175796844,-0.8136329943332732,-1.8301055411405707,-0.3115681547537931,-1.2970944373425959,1.450543786519963,-5.3965547685581175e-05,-1
2023-02-21,6.960000038146973,331100,SPNT,-0.0373443956036273,-0.007507008844406563,0.021014571514401927,36.578216496128896,-0.8410951635400298,-0.27523266356203485,-2.663314423428592,-0.2191521571874792,-1.2569514154491832,2.14402292809807,-5.59469087030591e-05,-1
2020-03-20,10.460000038146973,508500,COHU,0.0673469218945614,-0.05242626160421042,0.12837876207513058,51.22727010878619,-5.405895861587389,5.240015620085567,0.2577862246541656,-0.1461575090651992,0.0690668373396598,3.1570256606293605,-5.2605052893201634e-05,-1
2022-05-11,7.380000114440918,2984500,NEO,-0.0550575968615933,-0.032846866558004104,0.05116917436283948,47.47593424547286,-3.416191432348841,1.273795189536247,-0.49025046844883147,0.8726403982108171,-0.1817522683498952,2.7885578024132074,-5.2681496228419025e-05,-1
2022-07-14,59.220001220703125,232800,TTGT,-0.0154613513147735,-0.012594284233596344,0.02035881250925781,40.659538395465624,-1.3580761198330809,-0.30891869713355274,-1.849476727122676,-0.2595995862202871,-1.296071066855493,1.8902811812807492,-5.534215013006174e-05,-1
2020-01-24,15.800000190734863,5288100,NVRI,-0.1872428108705918,-0.028563032433537562,0.05917697484498737,32.150183717562385,-2.98085807748986,1.6851521572020856,-3.5462881472755896,1.820501003703964,0.15403897426446062,5.007646879101902,-5.8001528234458835e-05,-1
2024-02-13,32.722110748291016,257600,NBHC,-0.0365678117537333,-0.008226168066546052,0.0202967895145757,39.32297475726348,-0.9141778244824037,-0.31210478937884095,-2.1159947570917064,-0.2493951483768117,-1.1891429641420506,1.8093249891367404,-5.4561649260793235e-05,-1
2022-08-30,47.7599983215332,479800,IART,-0.0089230196602964,-0.015388116194619337,0.010448677758505952,42.603383781188775,-1.6419919310354678,-0.8179976869656882,-1.4618634268953878,-0.15796667705341474,-1.4338949570925492,1.827646643845261,-5.58235171438666e-05,-1
2020-01-07,18.88962173461914,177200,PFS,-0.0053608624301746,-0.0038020130950594095,0.005545346487587629,43.26949491090621,-0.46458473329492445,-1.0698795223788788,-1.3290372591331565,-0.2824772775145305,-1.1645311729457521,0.9774122294105025,-5.182670908957035e-05,-1
2020-02-27,92.84754180908205,117700,BCPC,-0.0246036507293403,-0.01611449932234394,0.02733465566638577,46.781324012979006,-1.7158087023477067,0.049427105115875954,-0.6287595116917036,-0.30695969895351394,-1.021428539654874,1.2855008848809937,-5.209057545832521e-05,-1
2020-10-28,39.13580322265625,487500,CCS,-0.0087275359624608,-0.009772882634261862,0.028027966937798205,41.535372718883224,-1.071358616784167,0.08504218105246694,-1.6748306184117538,-0.15479836369072278,-0.9019933525105827,1.6692394608679362,-5.270858657438551e-05,-1
2022-06-16,25.94429588317871,99000,STEL,-0.0197487475608632,-0.004801127073640298,0.013542574209182092,41.20929329462491,-0.5661170586709183,-0.6590656724806234,-1.7398526220655872,-0.3146541742629087,-1.1608958600631578,1.3109598095304997,-5.2856815283692374e-05,-1
2023-09-13,13.86371898651123,629700,ELME,-0.0067476450576632,-0.004616654502878709,0.0063782841140793715,41.870575511417535,-0.5473705197583958,-1.0270919058476886,-1.6079893657000364,-0.09628743379789179,-1.0980402748258231,1.298326817591827,-5.250784201385541e-05,-1
2024-02-16,38.02000045776367,2964700,YELP,-0.143500766376902,-0.01462934065228777,0.05017737739467773,34.572293522529634,-1.564883365943845,1.2228470428794063,-3.063306330968754,0.8644933067067521,-0.1499019158200279,3.3940123614449518,-5.442709148076388e-05,-1
2020-03-20,7.940000057220459,1395900,VCEL,-0.0257668185446718,-0.04888401431502228,0.11714083595207529,49.36718856070166,-5.045924314758546,4.662728608110366,-0.1131241125775704,0.21898031925335368,0.1672180606837489,3.335096150049222,-5.26815904499385e-05,-1
